"X" "Y" "Epsilon"
1 2.2199065943958 1.2199065943958
2 2.18440502223918 0.184405022239177
3 2.01754722484069 -0.982452775159307
4 3.14599193474646 -0.854008065253538
5 4.33213199762952 -0.667868002370478
6 4.99035658491809 -1.00964341508191
7 6.04203432019055 -0.957965679809447
8 7.68022237282441 -0.319777627175594
9 8.85499497907253 -0.145005020927469
10 10.5883717093478 0.588371709347816
11 10.8591042204786 -0.140895779521355
12 13.0287180683328 1.02871806833284
13 13.796157898016 0.79615789801602
14 12.897260790685 -1.10273920931504
15 15.1837264045062 0.183726404506152
16 15.8871145133532 -0.11288548664683
17 17.010294262186 0.010294262185964
18 17.4557552931479 -0.544244706852054
19 19.3677513147957 0.367751314795698
20 20.1089948353822 0.108994835382164
21 19.5496791765282 -1.45032082347181
22 21.5270621442691 -0.472937855730858
23 22.8606125738239 -0.139387426176126
24 23.0823128155617 -0.917687184438263
25 24.9695592519144 -0.0304407480856345
26 24.9561362292882 -1.04386377071184
27 25.1632883103302 -1.83671168966985
28 26.4632137556619 -1.53678624433811
29 29.5436937175215 0.543693717521515
30 31.8257956050446 1.82579560504461
31 31.9466143750877 0.946614375087663
32 32.417420789591 0.417420789591
33 34.0819736428353 1.08197364283529
34 34.5417151973837 0.541715197383722
35 34.4686263413674 -0.531373658632596
36 35.7910153332637 -0.208984666736341
37 36.8612920776674 -0.138707922332567
38 38.3675551393309 0.367555139330948
39 39.6966487417316 0.696648741731596
40 39.1566866710449 -0.843313328955095
41 39.1873131754392 -1.81268682456079
42 42.742064715657 0.742064715656992
43 43.2992662401561 0.299266240156071
44 44.983995496066 0.983995496065974
45 43.1237358896542 -1.87626411034575
46 44.874836240446 -1.12516375955398
47 46.9820379761016 -0.0179620238983635
48 47.7933998130632 -0.20660018693679
49 49.836976330198 0.836976330198037
50 49.0742759592105 -0.925724040789497
51 52.3934559973793 1.39345599737933
52 53.0063928892849 1.00639288928485
53 54.7127949124595 1.71279491245949
54 53.1900831179014 -0.809916882098621
55 54.7495168432165 -0.250483156783495
56 55.422487113147 -0.577512886853013
57 57.8552884997261 0.855288499726138
58 56.0080097577714 -1.99199024222862
59 58.9256204603487 -0.0743795396513351
60 58.9484414806088 -1.05155851939121
61 60.9740285199762 -0.0259714800238316
62 62.8873674960231 0.887367496023055
63 63.2789747141071 0.278974714107124
64 64.0460287457365 0.0460287457365214
65 62.4931826763483 -2.50681732365174
66 66.317085029816 0.317085029815952
67 66.4138123299437 -0.586187670056318
68 66.5629671685255 -1.43703283147454
69 69.7968609680994 0.796860968099392
70 68.6915594419949 -1.30844055800513
71 72.6577670881734 1.65776708817337
72 73.7693147610546 1.76931476105459
73 74.2080127414808 1.20801274148083
74 71.5574645260157 -2.44253547398433
75 75.3452524171661 0.345252417166139
76 76.2540167021545 0.254016702154458
77 76.5938607629436 -0.406139237056423
78 77.9155856085921 -0.0844143914079175
79 79.3113738057487 0.311373805748677
80 78.270682778258 -1.72931722174197
81 82.1238990473771 1.12389904737707
82 80.5137469078075 -1.48625309219254
83 83.7763994665754 0.776399466575394
84 82.8968737608969 -1.10312623910314
85 85.2584282257697 0.258428225769732
86 86.9697180981998 0.969718098199769
87 87.7051611612286 0.70516116122856
88 90.3238114765107 2.32381147651073
89 90.9518151878025 1.95181518780254
90 90.7429166906772 0.742916690677236
91 90.203479736889 -0.796520263111011
92 91.6005369687038 -0.399463031296211
93 93.1032917212991 0.103291721299099
94 92.9283346117074 -1.07166538829261
95 95.6519501125338 0.651950112533756
96 95.1312558626213 -0.868744137378717
97 96.4079870405991 -0.592012959400928
98 98.9678748607308 0.967874860730842
99 98.7162080713859 -0.283791928614101
100 100.387882160279 0.387882160279461
101 99.8558555908393 -1.14414440916072
102 102.154477502 0.154477501999561
103 102.045565870646 -0.954434129354361
104 103.91941680994 -0.0805831900595996
105 105.664385903455 0.664385903455048
106 106.00695330798 0.00695330798023836
107 106.558187859119 -0.441812140880704
108 107.977767885461 -0.0222321145389573
109 110.183473987609 1.18347398760906
110 109.026479921919 -0.973520078080675
111 110.887014896938 -0.112985103062293
112 111.400036502472 -0.599963497527874
113 112.115895184105 -0.884104815895143
114 114.602838241345 0.602838241344949
115 116.03817099712 1.03817099712021
116 115.352917329836 -0.647082670164064
117 117.486251258083 0.48625125808326
118 119.118591879747 1.11859187974663
119 119.573005309942 0.573005309941535
120 120.465201936918 0.465201936917771
121 123.228845232723 2.22884523272283
122 122.207890969823 0.207890969823083
123 122.123625235704 -0.876374764295943
124 124.872028016549 0.872028016548682
125 124.625484241357 -0.374515758643484
126 128.700379517487 2.70037951748715
127 127.804102228694 0.804102228693559
128 128.982763410413 0.982763410413113
129 129.251878033465 0.251878033464841
130 129.528546535761 -0.471453464238641
131 131.574977888427 0.574977888426811
132 131.528932144162 -0.471067855837769
133 132.818003464345 -0.181996535655312
134 133.092420667939 -0.907579332060947
135 134.441379500393 -0.558620499607416
136 134.90500096786 -1.09499903213958
137 134.421644747635 -2.57835525236491
138 138.109435368715 0.109435368714763
139 139.124916293686 0.124916293685692
140 139.138540069916 -0.861459930084117
141 140.897386899395 -0.102613100605319
142 140.274142378709 -1.72585762129083
143 142.755195366974 -0.244804633026017
144 144.104714623661 0.104714623661349
145 143.893767454708 -1.10623254529215
146 145.568355375127 -0.431644624873493
147 145.726455779733 -1.27354422026704
148 148.858624930276 0.858624930275793
149 149.421190373024 0.42119037302403
150 148.763059668183 -1.23694033181708
151 151.079225726122 0.0792257261223632
152 152.816548821675 0.816548821675462
153 153.259382930852 0.259382930851845
154 155.025177586026 1.02517758602588
155 154.924013180454 -0.0759868195459602
156 155.41826177245 -0.581738227549605
157 156.969151608499 -0.0308483915014378
158 157.595458868835 -0.404541131164725
159 159.338536446006 0.338536446006432
160 159.692010222304 -0.307989777696192
161 163.567090826089 2.56709082608918
162 162.138019479877 0.138019479876501
163 163.117354060111 0.117354060110712
164 163.568429937356 -0.43157006264382
165 165.585833878629 0.585833878629053
166 165.352056700181 -0.647943299818812
167 168.326869000811 1.32686900081144
168 167.367473882131 -0.632526117869146
169 170.170903388453 1.17090338845332
170 170.752884299495 0.752884299495049
171 169.572314651331 -1.42768534866898
172 171.79976253684 -0.200237463159949
173 173.102236732056 0.102236732055685
174 176.122900848132 2.12290084813189
175 175.009667424329 0.00966742432947656
176 177.204295802736 1.20429580273573
177 176.363720886787 -0.636279113212716
178 177.589350213387 -0.410649786613089
179 180.254914244605 1.25491424460455
180 178.25746103788 -1.7425389621202
181 181.777658833551 0.77765883355144
182 182.956246559276 0.956246559275528
183 183.230945476857 0.230945476857017
184 185.218358089738 1.21835808973843
185 183.825888100748 -1.17411189925186
186 185.630837343642 -0.36916265635818
187 188.906398329284 1.90639832928378
188 189.120794620846 1.12079462084622
